Screenname,Legacy_Verified,Follower_Count,Subscription_Date,Status
DrChloe_,V,5199,1/23/2023,B
JamieOakes247,V,5176,11/14/2022,U
martinmccluskey,V,5173,11/10/2022,B
ZacharyKeck,V,5139,1/20/2023,B
jaylenbledsoe,V,5127,12/6/2022,U
DNVR_Rams,V,5117,1/10/2023,B
MargieArnett,V,5116,12/17/2022,B
TimWillits,V,5102,11/29/2022,B
jiwallner,V,5099,1/13/2023,B
DanielTelvock,V,5095,1/5/2023,B
musicmakerblues,V,5086,1/10/2023,B
ACLU_CalAction,V,5078,12/28/2022,B
FCartoscelli3,V,5045,1/10/2023,B
applefeng,V,5027,1/27/2023,B
dumbnamenumbers,V,4966,12/23/2022,B
jefffluhr,V,4962,12/17/2022,B
Skywrdd,V,4938,11/10/2022,U
akennada,V,4936,11/10/2022,B
Medici1,V,4899,1/9/2023,B
abebrown716,V,4898,1/14/2023,B
DanielJaeWebb,V,4889,1/10/2023,B
jmelaskyriazi,V,4873,11/10/2022,B
robkellytweets,V,4855,1/14/2023,B
ncmart,V,4840,2/2/2023,B
DaniellaCheslow,V,4837,1/14/2023,B
Sessler,V,4832,1/14/2023,B
mattdorsey,V,4830,11/11/2022,B
abhinemani,V,4821,11/22/2022,U
TheFGA,V,4820,11/10/2022,B
oadegbolamdphd,V,4820,1/11/2023,B
MariamAmanS,V,4789,12/14/2022,B
NickMacario,V,4766,1/15/2023,B
jhrubin,V,4739,12/6/2022,B
Adimverse,V,4711,1/10/2023,B
LGHendersonUtah,V,4706,12/6/2022,B
amandaakass,V,4691,1/14/2023,B
VLyonsTV,V,4683,1/8/2023,B
barubin,V,4666,11/10/2022,B
jonfarjo,V,4604,12/31/2022,B
_JasonOsborne,V,4597,1/18/2023,B
williamallen,V,4584,2/4/2023,B
stan_chudnovsky,V,4564,12/16/2022,B
kaanayaz_,V,4543,12/23/2022,B
RealEmber,V,4536,12/16/2022,B
iamcaitcorrigan,V,4525,11/10/2022,B
lucyhough33,V,4520,11/11/2022,B
michaellondra,V,4504,1/14/2023,B
KYTreasurer,V,4494,1/10/2023,U
Zipper,V,4493,1/10/2023,B
RandySchoenberg,V,4492,12/14/2022,B
LexisTV,V,4442,12/31/2022,B
WalterHudson,V,4403,1/8/2023,B
MarkCavitt,V,4398,11/10/2022,U
tonyroe,V,4393,12/30/2022,B
JordanNorkus,V,4372,1/14/2023,B
DavidPingalore,V,4364,1/10/2023,B
LukeGirgis,V,4362,11/10/2022,B
CaseyJBortnick,V,4362,2/1/2023,B
erelija,V,4356,1/10/2023,B
FrankGirardot,V,4340,11/11/2022,U
1ChrisNelson,V,4335,11/10/2022,U
votebrian,V,4328,12/31/2022,B
robertmclaws,V,4304,1/21/2023,B
AshRust,V,4294,11/10/2022,B
dpaulobrien,V,4282,1/23/2023,B
AlexaCorse,V,4281,11/10/2022,B
LoriIdlout,V,4273,1/10/2023,B
itsRyanUnicomb,V,4270,1/28/2023,B
william_seely,V,4266,11/14/2022,B
johnwdavis,V,4265,1/5/2023,B
AndreaBitely,V,4261,12/17/2022,B
Pasco_WA,V,4261,1/10/2023,B
marvinhamlisch,V,4260,1/10/2023,B
anderfinn,V,4259,12/12/2022,U
CounselorAdrian,V,4254,12/30/2022,B
tifosy,V,4252,1/15/2023,B
bakerlink,V,4242,1/14/2023,B
ECloskyWTSP,V,4214,1/23/2023,B
5thSFAB,V,4193,1/6/2023,B
CandiceBernd,V,4185,1/14/2023,B
ADpianist,V,4182,12/28/2022,B
kdando,V,4180,12/31/2022,B
LQVasser,V,4180,1/10/2023,B
kdeviere,V,4170,1/13/2023,B
TFujitani_Asahi,V,4167,1/28/2023,B
ThatMichaelW,V,4165,11/14/2022,U
MaryHadStan,V,4164,1/10/2023,U
BenBirchallUK,V,4161,1/10/2023,B
gravache,V,4125,2/1/2023,B
MeeZeesGames,V,4096,1/20/2023,B
MarcelloEstevao,V,4093,1/10/2023,B
AronWieder,V,4092,1/27/2023,B
JeffDanielson,V,4091,1/14/2023,B
MisterSeven,V,4091,12/22/2022,B
skydayton,V,4078,11/11/2022,B
synead,V,4075,11/10/2022,B
ckpj99,V,4049,1/10/2023,B
dino101,V,4027,11/10/2022,B
barnettenergy,V,4015,11/11/2022,B
TheBlockBaron,V,4014,12/14/2022,B
rachelmlenzi,V,4009,1/19/2023,B
Favis34,V,4005,1/14/2023,B
SPIShiba,V,4005,1/21/2023,B
Thecrewleague,V,4004,1/10/2023,B
meganguzaPG,V,3996,1/10/2023,B
jschulweis,V,3960,12/31/2022,B
DJSoko,V,3959,1/5/2023,B
thinkshiv,V,3944,12/14/2022,B
hamadalsarraf,V,3942,11/11/2022,U
Trillbjm,V,3941,1/10/2023,B
Cheeze,V,3938,1/14/2023,B
DavidCaltabiano,V,3935,1/14/2023,B
VSinisalo01,V,3933,1/10/2023,B
extrasoho,V,3930,1/10/2023,B
argyriou,V,3925,11/11/2022,B
tonynwright,V,3894,1/11/2023,B
ashleyvholden,V,3871,1/10/2023,B
mcdermott,V,3866,11/11/2022,B
John_Rhode,V,3865,1/9/2023,B
phillipstutts,V,3864,1/27/2023,B
joerobinson1,V,3848,12/17/2022,B
BenTDooley,V,3845,12/30/2022,U
s_blacky,V,3844,1/15/2023,B
sandraguy,V,3843,12/23/2022,B
ScottSingerUSA,V,3840,1/27/2023,B
claireeshaffer,V,3831,1/14/2023,B
JeffreyAHirsch,V,3826,12/6/2022,B
johnguilfoil,V,3809,1/13/2023,B
JoeSweeneyNH,V,3802,12/14/2022,B
AngeNicholson,V,3791,12/6/2022,B
justinmelillo,V,3790,12/6/2022,B
paulcanetti,V,3766,1/28/2023,B
BharadwajRamani,V,3753,11/14/2022,B
BrianSchoeneman,V,3727,12/17/2022,B
amreed2,V,3719,1/20/2023,B
philgale,V,3718,12/6/2022,U
sorenkaplan,V,3712,1/10/2023,B
InsightGamersco,V,3697,12/30/2022,B
PhilAmmann,V,3694,1/11/2023,B
rnbrancatelli,V,3689,1/13/2023,B
MajeedGly,V,3668,1/24/2023,B
CindyPom,V,3666,1/6/2023,B
lisamsterling,V,3631,1/10/2023,B
paullarosa,V,3599,1/19/2023,B
mikeMaher,V,3581,12/16/2022,B
PhillyNewsGuy,V,3579,11/10/2022,U
MMMcDermott,V,3574,1/28/2023,B
RickyReports,V,3571,1/26/2023,B
joyehoward,V,3564,1/19/2023,B
raystern,V,3558,1/26/2023,B
TomShakely,V,3548,12/16/2022,B
dandcaldwell,V,3541,1/8/2023,B
TVGuyGrayson,V,3528,11/10/2022,B
VanessaW,V,3527,12/2/2022,U
GabeCanales,V,3519,1/19/2023,B
JoseForFlorida,V,3518,1/13/2023,B
EricLloyd,V,3477,1/19/2023,B
joshrauh,V,3475,12/22/2022,B
OGAride,V,3470,1/20/2023,B
MichaelBosstick,V,3462,11/11/2022,B
bryanmwolfe,V,3448,11/11/2022,U
MichaelMumbauer,V,3442,1/14/2023,B
TomLehmanWGAL,V,3437,1/10/2023,B
ReggieWade,V,3431,1/27/2023,B
bighatlevi,V,3420,11/10/2022,B
eldereats,V,3418,1/10/2023,B
JoshuaWithers,V,3400,12/16/2022,B
ljuban,V,3388,12/17/2022,B
BUBobcats,V,3387,1/10/2023,B
MattehC,V,3382,1/19/2023,B
danielledindak,V,3381,1/10/2023,B
RyanMorrisonJer,V,3375,11/10/2022,B
ptbrennan11,V,3355,12/16/2022,B
eJoelWatts,V,3352,11/10/2022,B
seanmcginty,V,3348,11/10/2022,B
rkearney,V,3299,1/9/2023,B
Lempo,V,3273,12/6/2022,B
daquanlove,V,3232,11/11/2022,B
cornett,V,3229,11/11/2022,U
paytonisnotroll,V,3215,12/12/2022,B
JamesMahonTV,V,3214,11/14/2022,B
AmateurStatus,V,3189,1/10/2023,B
davidnevue,V,3187,12/16/2022,B
thenardelli,V,3186,2/4/2023,B
CoachYoungNJ,V,3182,1/14/2023,B
hometownJT,V,3181,1/10/2023,B
SpencerRoachFL,V,3173,1/13/2023,B
andytreys_,V,3172,12/1/2022,B
JayCollinsFL,V,3169,12/23/2022,B
__vonb,V,3156,1/10/2023,B
monicroqueta,V,3137,12/7/2022,B
imalexwatson,V,3115,12/6/2022,B
CarissaPavlica,V,3091,12/23/2022,B
utahhouse21,V,3088,12/14/2022,B
BenBobickLocal3,V,3086,1/14/2023,B
tomaxwell,V,3079,12/14/2022,U
Connexinet,V,3076,1/10/2023,B
gregsilverman,V,3073,1/27/2023,B
wfederman,V,3061,11/10/2022,B
sam_ikin,V,3058,11/10/2022,U
YuvalDavid,V,3049,12/31/2022,B
RandellHynes,V,3040,12/22/2022,B
AdamMartin4OK,V,3040,1/10/2023,B
justinkieferwx,V,3030,1/25/2023,U
theartplugsays,V,3013,1/1/2023,B
_MorganModjeski,V,2987,11/17/2022,U
cedricsam,V,2984,1/5/2023,B
joeharvey34,V,2964,12/30/2022,B
JuJu_the_Don,V,2962,1/15/2023,B
james_demetriou,V,2951,11/29/2022,B
aretana,V,2913,1/20/2023,B
shanemorigeau,V,2908,1/14/2023,B
NickMarvin,V,2902,12/29/2022,U
SamuelBrownback,V,2902,12/30/2022,B
aunkurarya,V,2892,1/9/2023,B
TheLadyKayB,V,2876,1/14/2023,B
maycotte,V,2858,11/11/2022,B
dallas_sports,V,2850,1/10/2023,B
jackedwards77,V,2847,11/14/2022,U
lukeOT92,V,2823,11/17/2022,B
david_adelman,V,2812,1/10/2023,B
MOE_AFF,V,2770,1/10/2023,B
colindeacon,V,2759,1/14/2023,B
jaypeters,V,2756,11/10/2022,U
AmandaAgatiPNC,V,2751,1/14/2023,B
Timelville,V,2750,1/27/2023,B
YaraSilva,V,2724,1/19/2023,B
truefacet,V,2724,1/15/2023,B
C_Burkhart,V,2701,1/10/2023,B
mdmujali,V,2634,12/23/2022,U
KellyCooperAZ,V,2623,1/24/2023,B
JLDastin,V,2618,1/10/2023,U
JavierSerrano,V,2606,1/14/2023,B
nicktommarello,V,2601,12/6/2022,B
TomPowellNews,V,2596,12/20/2022,B
nancypjohnson,V,2589,12/30/2022,B
SarahforUs,V,2587,1/6/2023,U
JedNBCMT,V,2557,1/14/2023,B
CCFPeace,V,2552,1/14/2023,B
marshallkramsky,V,2534,1/10/2023,B
dellisny,V,2528,11/10/2022,B
UZEmbassyDC,V,2528,1/10/2023,B
FedCityCouncil,V,2522,1/10/2023,U
PaulDietzel,V,2487,2/4/2023,B
db_bezz,V,2478,1/27/2023,B
H_Hatayama,V,2460,1/14/2023,B
somaliafrc,V,2456,1/14/2023,B
Barry_Ivey,V,2438,12/17/2022,B
greeffinvest,V,2422,1/28/2023,B
JonAdams,V,2404,11/10/2022,B
DanielDFisher,V,2401,12/16/2022,B
BenBakerMO,V,2376,2/4/2023,B
MachinStuart1,V,2376,12/16/2022,B
SyntaxCreative,V,2368,1/10/2023,B
RealbryceC,V,2359,1/10/2023,B
andycunningham4,V,2351,1/7/2023,B
Mccoy_blvd,V,2324,1/15/2023,B
darrionweems,V,2318,11/10/2022,U
jlunce,V,2308,11/11/2022,B
wilsonspeaking,V,2303,12/14/2022,B
CindyHoedel,V,2294,1/14/2023,B
kushalbyatnal,V,2294,1/9/2023,B
ivsu,V,2283,12/16/2022,B
Slowmeadow,V,2279,1/28/2023,B
Grossman4NJ,V,2266,1/11/2023,B
LloydCanfield,V,2266,11/14/2022,U
CroydonFM,V,2261,1/10/2023,B
ChrisTeso,V,2242,1/18/2023,B
piemonte,V,2230,12/17/2022,B
gregessig,V,2218,11/10/2022,B
itschrislama,V,2180,12/16/2022,B
Yousefzadeh,V,2175,11/10/2022,U
comerpatrick,V,2168,11/10/2022,U
archnog,V,2165,11/21/2022,U
jfaz,V,2164,11/10/2022,B
EdwardConard,V,2159,2/4/2023,B
jackmrankin,V,2158,11/10/2022,B
Marshanadahlia,V,2149,1/10/2023,B
WXTylerB,V,2148,1/28/2023,B
EKA_Stone,V,2141,1/10/2023,B
valisure,V,2135,1/10/2023,B
Teagannbrownn,V,2117,1/10/2023,B
ColeG13,V,2113,1/13/2023,B
8ballaf,V,2112,1/10/2023,D
mdelaet,V,2102,12/16/2022,B
RaySotoTech,V,2101,1/10/2023,U
StormyClaussen,V,2098,11/10/2022,U
ivycharmatz,V,2080,1/10/2023,B
popantipop,V,2066,1/13/2023,B
pedroheizer,V,2045,11/11/2022,U
bartmroz,V,2004,1/14/2023,B
JeremyRabeTV,V,1987,11/10/2022,B
Ulyses,V,1987,11/10/2022,B
curtislee,V,1982,1/20/2023,B
jarharnett,V,1976,1/10/2023,U
MrCodyGrace,V,1945,1/14/2023,B
zhalaschak,V,1922,1/13/2023,B
AMcClungTV,V,1899,12/16/2022,B
soulbarn,V,1884,1/19/2023,B
iAmarGautam,V,1883,12/22/2022,U
ChrisBreece,V,1872,1/10/2023,B
JJSebastianelli,V,1859,1/10/2023,B
MeleaVanOstrand,V,1854,1/10/2023,B
DavidTheus,V,1835,1/26/2023,B
_chrislockyer,V,1817,11/21/2022,U
OfficialRizk,V,1809,1/7/2023,B
TanitaDotWeb,V,1793,12/16/2022,B
QuandaFrancis,V,1791,1/27/2023,B
ISPLowell2,V,1778,1/28/2023,B
Reiprendi1,V,1772,12/14/2022,B
ajdell,V,1769,12/6/2022,B
MichaelDaignau3,V,1744,1/13/2023,B
ktmcgovern,V,1738,1/10/2023,B
kenbruno,V,1727,1/7/2023,B
kaybronsix,V,1726,1/15/2023,B
ismaelschurh,V,1721,1/10/2023,B
miles4ok5,V,1716,12/17/2022,B
JacobMBliss,V,1716,1/8/2023,B
C47,V,1702,1/9/2023,B
kentlind,V,1701,12/23/2022,B
NazPaulWA,V,1697,11/22/2022,B
TomCorfman,V,1692,1/15/2023,B
_AshleyHoffman,V,1688,1/10/2023,B
DrChadMathis,V,1679,1/4/2023,B
BAHIER2,V,1676,11/11/2022,U
genadyo,V,1666,11/10/2022,B
carlaazar000,V,1630,1/14/2023,B
DionSekone,V,1591,12/6/2022,B
yashad,V,1551,12/24/2022,B
BLacefield,V,1550,12/17/2022,B
BHibbitts32,V,1550,1/15/2023,B
lstephenjoycejr,V,1547,1/10/2023,B
GamboaFor81,V,1532,12/14/2022,B
JunShimoyama,V,1514,1/15/2023,B
burkeo,V,1513,12/29/2022,U
BlackwellSports,V,1507,12/16/2022,B
RaymondLucasJr,V,1504,1/14/2023,U
lootpress,V,1502,1/19/2023,B
Crossland_Inc,V,1489,1/10/2023,B
helbizofficial,V,1460,1/10/2023,B
MichaelVanZetta,V,1441,12/16/2022,B
AustinCWalker,V,1432,1/14/2023,B
ryanwelton,V,1430,1/13/2023,B
nml777,V,1427,11/11/2022,B
Rhett_Lindsey,V,1423,12/7/2022,U
KWCHTejay,V,1370,1/10/2023,B
grd212,V,1366,1/10/2023,B
CharlesCalenda,V,1341,12/31/2022,B
jonliebesman,V,1315,1/10/2023,B
chrispa,V,1306,1/19/2023,B
rusadasoftware,V,1305,1/10/2023,B
galeanTV,V,1303,1/19/2023,U
michaelo,V,1285,1/12/2023,U
alecsapolin,V,1285,1/19/2023,B
Babs0307,V,1269,1/10/2023,B
HyperTraderApp,V,1254,1/10/2023,B
ByEshaRay,V,1253,1/27/2023,B
Charliewandrews,V,1237,1/14/2023,B
NewsCrickett,V,1233,2/5/2023,B
eFishCent,V,1230,1/10/2023,B
tgeitner,V,1210,12/31/2022,B
NakeaSimon,V,1197,1/14/2023,B
MattCianfarani,V,1194,1/10/2023,U
parker_chase19,V,1194,11/30/2022,U
jakeranda16,V,1192,1/27/2023,B
laidler_ben,V,1188,1/25/2023,B
KWalkerTweets,V,1178,12/6/2022,B
alexisdomm,V,1178,12/31/2022,B
bartgoldbergmi5,V,1168,1/10/2023,B
NidiaCavazosTV,V,1151,1/10/2023,B
kpf,V,1118,1/28/2023,B
Chiefpplofficer,V,1071,1/9/2023,B
FORTIFIEDHOME,V,1049,1/27/2023,B
sarahrobinsontv,V,1047,1/14/2023,B
TaliaForScience,V,1035,12/28/2022,B
mattdrussell,V,1023,12/22/2022,B
LatashaHFields,V,979,1/13/2023,B
ToryDevonSmith,V,969,1/10/2023,B
worklife_news,V,942,1/10/2023,B
HendrikBreuer,V,918,1/10/2023,B
Barry4the44th,V,914,1/19/2023,B
HelbizLive,V,914,1/10/2023,B
LynnAfendoulis,V,908,1/26/2023,B
brittdelbarba,V,906,12/30/2022,B
Jana_Kadah,V,894,2/5/2023,B
Kleptosclerosis,V,891,12/17/2022,B
ASomoskey,V,851,11/10/2022,B
JPCarrollDC1,V,840,1/12/2023,B
bobgreene4nh,V,838,1/26/2023,B
AlexRileyMO,V,817,1/19/2023,B
kevinaccettulla,V,811,1/10/2023,B
Ahu_Yildirmaz,V,767,1/10/2023,B
ErickaRedic,V,725,12/23/2022,B
TylerPaulSmith,V,705,1/10/2023,B
JACOBSEDESSE,V,666,12/13/2022,B
MarenMachles,V,656,1/14/2023,B
hiltonsimon,V,644,11/11/2022,U
KevinThobias,V,640,12/22/2022,B
CasteloCast,V,632,1/13/2023,B
NotDeadYetABC,V,606,1/10/2023,B
Kudo_Nibancho,V,603,1/14/2023,B
US_SupremeShort,V,595,11/11/2022,U
alexdoddshow,V,592,11/10/2022,B
ParentTestABC,V,587,1/10/2023,B
DavidDerhy,V,576,1/24/2023,B
jimgrimes,V,558,12/22/2022,B
HildaEstevezWX,V,554,1/14/2023,B
jakefenner_,V,541,11/10/2022,U
AngelineBernabe,V,540,1/19/2023,B
gwld,V,512,11/10/2022,B
AMitchReporting,V,512,1/10/2023,B
Danielle4nv1,V,493,11/14/2022,B
si88,V,488,11/14/2022,B
nickcamper,V,439,1/13/2023,B
tennant_n,V,437,11/10/2022,B
simonjapeters,V,413,1/25/2023,B
michaelmangini,V,400,11/10/2022,B
yunisalim,V,367,1/10/2023,B
KGBULLANDBEAR,V,333,12/30/2022,B
johnisemann3,V,320,11/11/2022,B
BrandonSapienza,V,317,12/16/2022,B
HelbizKitchen,V,313,1/10/2023,B
BBGaufDeutsch,V,296,1/10/2023,B
HimaForCongress,V,284,11/10/2022,B
JasonDavisTV,V,243,12/30/2022,B
ChadSlotta,V,242,11/10/2022,B
NateAdcock58,V,241,1/10/2023,B
chriskhogan,V,181,1/10/2023,B
thecomeup,V,126,1/10/2023,B
lemaire4liberty,V,78,11/11/2022,B
SpamTestAlex,V,49,1/10/2023,B
douglasforwi,V,44,1/10/2023,B
WhileBreeding,V,36,1/10/2023,B
careeroppshulu,V,21,1/10/2023,B
lexqatimeline,V,18,12/16/2022,B
ABZayed,G,4926989,12/23/2022,B
RepBoebert,G,824812,1/14/2023,B
SteveScalise,G,594783,11/10/2022,U
JoaquinCastrotx,G,275913,1/11/2023,B
IndianEmbassyUS,G,186887,1/28/2023,B
BillPascrell,G,127046,1/9/2023,B
BWallaceMP,G,91932,1/24/2023,B
calfireSCU,G,51956,2/1/2023,B
WarrenDavidson,G,50972,1/31/2023,B
TDEM,G,47839,11/11/2022,U
RepRaulGrijalva,G,42776,2/3/2023,B
UAEMissionToUN,G,42699,2/1/2023,B
sidchat1,G,33297,1/20/2023,B
RepAndyBarr,G,30548,1/11/2023,U
GReschenthaler,G,30079,1/14/2023,B
UNDPEurasia,G,27965,12/28/2022,B
RepBenCline,G,23936,12/17/2022,B
RepCloudTX,G,21871,1/26/2023,B
CongBoyle,G,19485,1/19/2023,B
RepAuchincloss,G,16999,2/5/2023,B
RepJohnCurtis,G,11755,1/13/2023,B
SportsCenter,B,41527087,12/19/2022,B
Tesla,B,19258665,11/11/2022,B
TwitterSports,B,14820396,1/19/2023,B
TwitterLatAm,B,14343458,12/20/2022,B
sabqorg,B,14097675,12/6/2022,B
MarvelStudios,B,13367267,12/20/2022,B
TwitterCreators,B,13358446,1/19/2023,B
TwitterMusic,B,11655605,1/19/2023,B
NetflixFR,B,10080855,2/4/2023,B
TheDailyShow,B,9500124,12/20/2022,B
TwitterLive,B,9287131,1/19/2023,B
TwitterTV,B,9093696,1/19/2023,B
ESPNNBA,B,8359550,12/20/2022,B
NatGeoTravel,B,8121562,1/10/2023,B
ESPNFC,B,8058836,12/20/2022,B
Avengers,B,7897115,12/20/2022,B
TwitterSupport,B,7238811,12/16/2022,B
TwitterMovies,B,6887394,1/19/2023,B
DisneyStudios,B,6884415,12/20/2022,B
TwitterAPI,B,6026305,12/20/2022,B
FaZeClan,B,5789967,1/28/2023,B
SportsNation,B,5495348,12/20/2022,B
BETMusic,B,5465182,12/20/2022,B
DisneyPlus,B,5149190,12/20/2022,B
NatGeoPhotos,B,5136365,1/10/2023,B
MTVNEWS,B,5033110,12/20/2022,B
NBCTheVoice,B,5002101,12/20/2022,B
GreysABC,B,4924478,12/20/2022,B
nflnetwork,B,4907151,1/9/2023,B
Patriots,B,4712154,1/9/2023,B
dallascowboys,B,4381927,1/9/2023,B
verified,B,4193236,12/16/2022,B
WaltDisneyWorld,B,3850764,12/19/2022,B
GMA,B,3790961,12/20/2022,B
steelers,B,3761726,1/9/2023,B
Eagles,B,3730919,1/9/2023,B
DisneyAnimation,B,3686604,12/20/2022,B
ESPNNFL,B,3680403,12/19/2022,B
TwitterSafety,B,3644434,12/20/2022,B
iCarly,B,3624810,12/20/2022,B
TwitterMENA,B,3372080,12/22/2022,B
nbcsnl,B,3361586,12/19/2022,B
SouthPark,B,3328042,12/20/2022,B
CaptainAmerica,B,3112596,12/20/2022,B
Panthers,B,3087656,1/9/2023,B
ESPNCFB,B,3032247,12/20/2022,B
TwitterFrance,B,3016839,1/10/2023,B
CollegeGameDay,B,3005454,12/20/2022,B
Variety,B,2891900,1/24/2023,B
Iron_Man,B,2816470,12/20/2022,B
SpongeBob,B,2780230,12/20/2022,B
Broncos,B,2779999,1/9/2023,B
TwitterNews,B,2751172,1/19/2023,B
mtvspain,B,2744444,12/20/2022,B
thorofficial,B,2708893,12/20/2022,B
packers,B,2598473,1/9/2023,B
Seahawks,B,2584971,1/9/2023,B
MTVBrasil,B,2555511,12/20/2022,B
SpiderMan,B,2446330,12/20/2022,B
AtlantaFalcons,B,2446037,1/10/2023,B
MTVUK,B,2437350,12/20/2022,B
TwitterIndia,B,2423608,12/30/2022,B
49ers,B,2417944,1/9/2023,B
TwitterGov,B,2356509,1/19/2023,B
TwitterJP,B,2299528,12/20/2022,B
NatGeoTV,B,2289248,1/10/2023,B
DisneyParks,B,2283380,12/20/2022,B
Chiefs,B,2282973,1/9/2023,B
TSM,B,2238847,1/24/2023,B
TwitterBrasil,B,2235337,12/30/2022,B
solana,B,2209044,1/10/2023,B
BW,B,2194203,12/20/2022,B
MTVteenwolf,B,2189548,12/20/2022,B
ESPNDeportes,B,2187924,12/21/2022,B
TheBabylonBee,B,2158591,12/16/2022,B
futpicante,B,2061938,12/20/2022,B
ChicagoBears,B,2036582,1/9/2023,B
Giants,B,2004619,1/9/2023,B
MTVLA,B,1988759,1/10/2023,B
TwitterDE,B,1967964,12/27/2022,B
HoustonTexans,B,1964340,1/10/2023,B
DrStrange,B,1961642,12/20/2022,B
Halo,B,1961363,1/22/2023,B
AmericanIdol,B,1934556,12/20/2022,B
Raiders,B,1928582,1/10/2023,B
Guardians,B,1870954,12/20/2022,B
Ravens,B,1843262,1/10/2023,B
OANN,B,1841100,12/19/2022,B
theblackpanther,B,1840125,12/19/2022,B
ESPNStatsInfo,B,1784506,12/20/2022,B
FirstTake,B,1779266,12/20/2022,B
TwitterDesign,B,1759629,1/19/2023,B
CNET,B,1749019,1/31/2023,B
Saints,B,1747683,1/10/2023,B
WatcherGuru,B,1709156,12/22/2022,B
BuffaloBills,B,1691925,1/10/2023,B
AHSFX,B,1688020,12/20/2022,B
ABCWorldNews,B,1637946,12/20/2022,B
criminalminds,B,1608699,12/20/2022,B
Disneyland,B,1590617,12/20/2022,B
Browns,B,1589113,1/9/2023,B
latelateshow,B,1556754,1/10/2023,B
Vikings,B,1534406,1/9/2023,B
Lions,B,1531507,1/10/2023,B
NYRangers,B,1492501,12/22/2022,B
realDailyWire,B,1482907,12/14/2022,B
markets,B,1479931,12/20/2022,B
Bengals,B,1455991,1/9/2023,B
Ballislife,B,1443995,2/5/2023,B
AntMan,B,1433029,12/20/2022,B
KeyJayandMax,B,1422787,12/20/2022,B
Commanders,B,1411211,1/10/2023,B
captainmarvel,B,1410311,12/20/2022,B
HuobiGlobal,B,1389184,1/31/2023,B
TwitterBusiness,B,1352934,12/20/2022,B
theofficetv,B,1349428,12/20/2022,B
nyjets,B,1335271,1/9/2023,B
stargazete,B,1333035,1/10/2023,B
TwitterTurkiye,B,1331763,12/30/2022,B
LeadershipNGA,B,1321046,12/16/2022,B
FiveThirtyEight,B,1308509,12/20/2022,B
TwitterEng,B,1288692,1/19/2023,B
Quicktake,B,1282059,12/20/2022,B
MTVMusicUK,B,1282003,12/20/2022,B
Buccaneers,B,1280463,1/9/2023,B
TwitterKorea,B,1279997,1/10/2023,B
60Minutes,B,1267157,12/20/2022,B
M2MPD,B,1263894,12/13/2022,B
SECNetwork,B,1254752,12/20/2022,B
RuPaulsDragRace,B,1254343,12/19/2022,B
ajplus,B,1245044,11/10/2022,B
RamsNFL,B,1231870,1/9/2023,B
MiamiDolphins,B,1227632,1/9/2023,B
Colts,B,1227421,1/10/2023,B
espnmma,B,1194753,12/20/2022,B
mtvgeordieshore,B,1188656,1/10/2023,B
mtvema,B,1151577,1/10/2023,B
natgeowild,B,1151255,1/11/2023,B
AgentsofSHIELD,B,1147997,12/20/2022,B
AZCardinals,B,1142332,1/10/2023,B
PTI,B,1140758,12/20/2022,B
Nightline,B,1125318,12/19/2022,B
ABCPolitics,B,1092190,12/19/2022,B
chargers,B,1092044,1/9/2023,B
TwitterGaming,B,1078525,1/19/2023,B
mtvitalia,B,1072700,1/10/2023,B
colbertlateshow,B,1062739,12/19/2022,B
NCIS_CBS,B,1050715,12/20/2022,B
TwitterMktg,B,1042010,1/19/2023,B
Titans,B,1032609,1/9/2023,B
LUFC,B,1030983,2/1/2023,B
NFLonCBS,B,1027080,12/20/2022,B
thegameawards,B,1022598,2/2/2023,B
NFLFantasy,B,1007684,1/9/2023,B
lawandordertv,B,1006174,12/20/2022,B
TheBoysTV,B,985492,1/20/2023,B
crypto,B,985386,12/19/2022,B
ParamountMexico,B,969147,1/10/2023,B
Daredevil,B,954354,12/20/2022,B
BachelorABC,B,952514,12/20/2022,B
TelemundoNews,B,951031,12/19/2022,B
vmas,B,947352,12/27/2022,B
AlRojoVivo,B,940184,1/10/2023,B
DisneyChannel,B,910290,12/20/2022,B
AGT,B,908548,12/20/2022,B
TheView,B,901502,12/20/2022,B
CBSBigBrother,B,901470,12/20/2022,B
brooklyn99,B,895703,12/20/2022,B
ESPNUK,B,874963,12/21/2022,B
MTVPolska,B,870677,1/10/2023,B
Telefeprensa,B,859873,1/10/2023,B
AroundTheNFL,B,853213,1/10/2023,B
CortaPorLozano,B,852205,1/10/2023,B
DisneyBrandTVPR,B,845430,12/20/2022,B
Jaguars,B,822063,1/10/2023,B
alqabas,B,821190,1/10/2023,B
ESPN_FDJ,B,821046,1/10/2023,B
TwitterMoments,B,805530,1/20/2023,B
ESPN_Beisbol,B,803233,1/10/2023,B
themandalorian,B,802477,12/20/2022,B
DisneyD23,B,797921,12/20/2022,B
MirrorFootball,B,756196,1/19/2023,B
BloombergTV,B,745781,12/20/2022,B
LatinBillboards,B,744092,1/10/2023,B
ESPNscorecard,B,732808,1/10/2023,B
BacheloretteABC,B,730477,12/20/2022,B
yirmidorttv,B,711713,1/10/2023,B
loveandhiphop,B,711347,1/10/2023,B
NatGeoMag,B,708420,1/11/2023,B
BETAwards,B,683908,1/10/2023,B
Hulk,B,682662,12/20/2022,B
a16z,B,682229,1/14/2023,B
parksandrec,B,679820,12/19/2022,B
LokiOfficial,B,675938,12/20/2022,B
FootyAccums,B,674619,1/10/2023,B
